		capillary endothelial cell	cd4-positive alpha-beta t cell	cd8-positive alpha-beta t cell	endothelial cell of artery	endothelial cell of lymphatic vessel	endothelial cell of vascular tree	erythrocyte	fast muscle cell	macrophage	mast cell	mature nk t cell	mesenchymal stem cell	mesothelial cell	pericyte cell	skeletal muscle satellite stem cell	slow muscle cell	smooth muscle cell	t cell	tendon cell
300232	Spondyloepimetaphyseal Dysplasia, X-linked, With Mental Deterioration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305450	Opitz-kaveggia Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614561	Leukoencephalopathy, Brain Calcifications, And Cysts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231000	Gaucher Disease, Type Iii	1	0	0	0	0	0	0	0	7	0	0	0	1	2	0	0	0	2	1
617822	Alkuraya-kucinskas Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618922	Neurodevelopmental Disorder With Seizures, Hypotonia, And Brain Imaging Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602535	Marshall-smith Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604290	Aceruloplasminemiahypoceruloplasminemia, Included	1	0	0	1	2	0	0	1	0	1	0	0	0	2	0	1	1	0	3
226730	Epidermolysis Bullosa Junctionalis With Pyloric Atresia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609153	Pseudohyperkalemia, Familial, 2, Due To Red Cell Leak	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618725	Intellectual Developmental Disorder With Behavioral Abnormalities And Craniofacial Dysmorphism With Or Without Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS108120	Arthrogryposis, distal	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0
300322	Lesch-nyhan Syndrome	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
PS260400	Schwachman-Diamond syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618124	Peripheral Neuropathy, Autosomal Recessive, With Or Without Impaired Intellectual Development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617641	Congenital Anomalies Of Kidney And Urinary Tract Syndrome With Or Without Hearing Loss, Abnormal Ears, Or Developmental Delay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618419	Gonadal Dysgenesis, Dysmorphic Facies, Retinal Dystrophy, And Myopathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617669	Encephalopathy, Progressive, Early-onset, With Brain Atrophy And Spasticity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612933	Glycogen Storage Disease Xi	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
300831	Ck Syndrome	0	0	0	1	0	0	0	1	2	0	0	0	0	1	2	2	1	0	0
617694	Al Kaissi Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS601068	Epilepsy, familial adult myoclonic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
618541	Hypopigmentation, Organomegaly, And Delayed Myelination And Development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113650	Branchiootorenal Syndrome 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214500	Chediak-higashi Syndrome	0	0	0	0	0	0	1	0	0	19	1	0	0	0	0	0	0	0	1
614255	Mental Retardation, Autosomal Dominant 9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618440	Oculoskeletodental Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616260	Tenorio Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617193	Encephalopathy, Progressive, Early-onset, With Brain Atrophy And Thin Corpus Callosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129200	Basan Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS617877	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1
300559	Muscle Glycogenosis, X-linked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS619115	Combined osteogenesis imperfecta and Ehlers-Danlos syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618354	Neurodevelopmental Disorder And Language Delay With Or Without Structural Brain Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618205	Snijders Blok-campeau Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617107	Thauvin-robinet-faivre Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS118220	Charcot-Marie-Tooth disease	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	6	0	0	4
616638	Smith-kingsmore Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616231	Myopathy, Vacuolar, With Casq1 Aggregates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232400	Glycogen Storage Disease Iii	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0
613330	Spondylo-megaepiphyseal-metaphyseal Dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614254	Neurodevelopmental Disorder With Or Without Hyperkinetic Movements And Seizures, Autosomal Dominant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616723	Spondyloepimetaphyseal Dysplasia, Faden-alkuraya Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618451	Neurodegeneration, Early-onset, With Choreoathetoid Movements And Microcytic Anemia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609162	Czech Dysplasia, Metatarsal Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610978	Choreoathetosis, Hypothyroidism, And Neonatal Respiratory Distresschoreoathetosis And Congenital Hypothyroidism, Included	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613670	Mental Retardation With Language Impairment And With Or Without Autistic Features	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618748	Intellectual Developmental Disorder With Hypotonia And Behavioral Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS184255	Spondylometaphyseal dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615511	Myopathy Due To Myoadenylate Deaminase Deficiency	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
618808	Intellectual Developmental Disorder With Poor Growth And With Or Without Seizures Or Ataxia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619036	Myopathy, Epilepsy, And Progressive Cerebral Atrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619091	Neurodevelopmental Disorder With Microcephaly, Impaired Language, And Gait Abnormalities, Autosomal Recessive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612289	Fontaine Progeroid Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618547	Neurodevelopmental Disorder With Visual Defects And Brain Anomalies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617450	Intellectual Developmental Disorder With Gastrointestinal Difficulties And High Pain Threshold	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304700	Mohr-tranebjaerg Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613027	Glycogen Storage Disease Ixc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226650	Epidermolysis Bullosa, Junctional, Non-herlitz Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS305400	FG syndrome	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
300653	Phosphoglycerate Kinase 1 Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609049	Pierson Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257200	Niemann-pick Disease, Type A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS123000	Craniometaphyseal dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS123100	Craniosynostosis	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
606768	Myopathy, Distal, With Anterior Tibial Onset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617452	Intellectual Developmental Disorder With Dysmorphic Facies, Seizures, And Distal Limb Anomalies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS613038	Pituitary hormone deficiency, combined	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PS156610	Skin creases, congenital symmetric circumferential	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619099	Intellectual Developmental Disorder With Speech Delay And Axonal Peripheral Neuropathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255320	Minicore Myopathy With External Ophthalmoplegia	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
602473	Encephalopathy, Ethylmalonic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611773	Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS158600	Spinal muscular atrophy, lower extremity-predominant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
147750	Ivic Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230900	Gaucher Disease, Type Ii	1	0	0	0	0	0	0	0	7	0	0	0	1	2	0	0	0	2	1
PS308350	Developmental and epileptic encephalopathy	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PS600462	Myopathy, lactic acidosis, and sideroblastic anemia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208400	Aspartylglucosaminuria	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PS251450	Desbuquois dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618076	Neurodevelopmental Disorder With Spasticity And Poor Growth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618912	Sorbitol Dehydrogenase Deficiency With Peripheral Neuropathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218040	Costello Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614063	N-acetylaspartate Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313200	Spinal And Bulbar Muscular Atrophy, X-linked 1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1
277590	Weaver Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615889	Leukoencephalopathy, Progressive, With Ovarian Failure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618960	Mitchell Syndrome	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1
619092	Neurodevelopmental Disorder With Microcephaly, Impaired Language, Epilepsy, And Gait Abnormalities, Autosomal Dominant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS212066	Congenital disorders of glycosylation, type II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PS607634	Osteopetrosis, autosomal dominant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618292	Neurodevelopmental Disorder With Impaired Intellectual Development, Hypotonia, And Ataxia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS601471	Facial paresis, hereditary congenital	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618524	Myopathy, Congenital, With Tremor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601321	Neurofibromatosis-noonan Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618877	Leukoencephalopathy, Developmental Delay, And Episodic Neurologic Regression Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182410	Sneddon Syndrome	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208250	Camptodactyly-arthropathy-coxa Vara-pericarditis Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
614857	Methylmalonic Aciduria And Homocystinuria, Cblj Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131300	Camurati-engelmann Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242840	Immunodeficiency With Cleft Lip/palate, Cataract, Hypopigmentation,and Absent Corpus Callosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234500	Hartnup Disorder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618453	Intellectual Developmental Disorder With Short Stature And Variable Skeletal Anomalies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201750	Antley-bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616816	Hypotonia, Infantile, With Psychomotor Retardation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616897	Osteochondrodysplasia, Complex Lethal, Symoens-barnes-gistelinck Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201450	Acyl-coa Dehydrogenase, Medium-chain, Deficiency Of	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230000	Fucosidosis	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
616299	Lipoyltransferase 1 Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618672	Intellectual Developmental Disorder With Speech Delay, Autism, And Dysmorphic Facies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272460	Spondylocarpotarsal Synostosis Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602782	Histiocytosis-lymphadenopathy Plus Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300911	Parkinsonism With Spasticity, X-linked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609242	Kanzaki Disease	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617207	Encephalopathy, Progressive, With Amyotrophy And Optic Atrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619033	Vissers-bodmer Syndrome	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
616921	Dyskinesia, Limb And Orofacial, Infantile-onset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253290	Multiple Pterygium Syndrome, Lethal Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218340	Craniofacial Dysmorphism With Ocular Coloboma, Absent Corpus Callosum,and Aortic Dilatation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS600721	D-2-hydroxyglutaric aciduria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PS134600	Fanconi renotubular syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613070	Liver Failure, Acute Infantile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614065	Myopathy, Distal, 4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	3	1	0	1
181430	Scapuloperoneal Myopathy, Myh7-related	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	16
616803	Lamb-shaffer Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238970	Hyperornithinemia-hyperammonemia-homocitrullinuria Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263800	Gitelman Syndrome	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246200	Donohue Syndrome	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
272300	Sulfocysteinuria	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
614498	Rigidity And Multifocal Seizure Syndrome, Lethal Neonatal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230650	Gm1-gangliosidosis, Type Iii	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
617301	Glycine Encephalopathy With Normal Serum Glycine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618879	Neurodevelopmental Disorder With Hypotonia And Cerebellar Atrophy, With Or Without Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615217	Ataxia-oculomotor Apraxia 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617668	Encephalopathy, Neonatal Severe, With Lactic Acidosis And Brain Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612079	Alopecia, Neurologic Defects, And Endocrinopathy Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250100	Metachromatic Leukodystrophy	1	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0
610442	Spondyloepimetaphyseal Dysplasia, Genevieve Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS613658	Rajab interstitial lung disease with brain calcifications	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618651	Neurodevelopmental Disorder With Spastic Quadriplegia, Optic Atrophy, Seizures, And Structural Brain Anomalies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618022	Humerofemoral Hypoplasia With Radiotibial Ray Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS610551	Encephalopathy, acute, infection-induced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
618862	Neurodevelopmental Disorder With Hypotonia, Microcephaly, And Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606232	Phelan-mcdermid Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618737	Pachygyria, Microcephaly, Developmental Delay, And Dysmorphic Facies, With Or Without Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS182250	Singleton-Merten syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
278800	De Sanctis-cacchione Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618971	Tolchin-le Caignec Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619056	Neurodevelopmental Disorder With Speech Impairment And Dysmorphic Facies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615465	Hartsfield Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617404	Muscular Dystrophy, Congenital, With Cataracts And Intellectual Disability	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103050	Adenylosuccinase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158590	Neuronopathy, Distal Hereditary Motor, Type Iia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS193500	Waardenburg syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS122470	Cornelia de Lange syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
608013	Gaucher Disease, Perinatal Lethal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611105	Leukoencephalopathy With Brainstem And Spinal Cord Involvement Andlactate Elevation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618687	Intellectual Developmental Disorder With Short Stature And Behavioral Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241510	Hypophosphatasia, Childhood	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309400	Menkes Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
204750	2-@aminoadipic 2-oxoadipic Aciduria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS243310	Baraitser-Winter syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170400	Hypokalemic Periodic Paralysis, Type 1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
610954	Pitt-hopkins Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614325	Pitt-hopkins-like Syndrome 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618414	Myopathy, Congenital, With Fast-twitch (type Ii) Fiber Atrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS609192	Loeys-Dietz syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PS256300	Nephrotic syndrome	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
236270	Homocystinuria-megaloblastic Anemia Due To Defect In Cobalamin Metabolism,cble Complementation Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271150	Spinal Muscular Atrophy, Type Iv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617616	Skraban-deardorff Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614881	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
617836	Developmental Delay And Seizures With Or Without Movement Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615934	Sting-associated Vasculopathy, Infantile-onset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617977	Neurodevelopmental Disorder With Spastic Quadriplegia And Brain Abnormalities With Or Without Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618655	Myopathy, Distal, 6, Adult Onset	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
182290	Smith-magenis Syndrome Smith-magenis Chromosome Region, Included	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278700	Xeroderma Pigmentosum, Complementation Group A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619004	Deeah Syndrome	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
PS231050	Geleophysic dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614300	Hypermethioninemia Due To Adenosine Kinase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619127	Mandibuloacral Dysplasia Progeroid Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618213	Inflammatory Bowel Disease, Immunodeficiency, And Encephalopathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618218	Baker-gordon Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS614080	Multiple congenital anomalies-hypotonia-seizures syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603358	Gracile Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300489	Spinal Muscular Atrophy, Distal, X-linked 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS157640	Progressive external ophthalmoplegia with mtDNA deletions	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
605130	Hairy Elbows, Short Stature, Facial Dysmorphism, And Developmentaldelay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619125	Kaya-barakat-masson Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260660	Pelviscapular Dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113000	Brachydactyly, Type B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS605711	Multiple mitochondrial dysfunctions syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618929	Agenesis Of Corpus Callosum, Cardiac, Ocular, And Genital Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613376	Neuronopathy, Distal Hereditary Motor, Type Iic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619075	Neurodevelopmental Disorder With Alopecia And Brain Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612387	Sarcoidosis, Susceptibility To, 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612540	Myopathy, Congenital, Compton-north	0	0	0	0	0	0	3	54	2	0	0	0	0	1	14	73	0	0	8
277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261640	6-@pyruvoyltetrahydropterin Synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616209	Myopathy, Isolated Mitochondrial, Autosomal Dominant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS105400	Amyotrophic lateral sclerosis	1	0	0	0	0	0	0	11	0	0	0	7	0	3	1	21	0	0	2
617523	Neurodevelopmental Disorder With Midbrain And Hindbrain Malformations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS273750	Three M syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232600	Glycogen Storage Disease V	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
PS614594	Olmsted syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PS191100	Tuberous sclerosis	0	0	0	1	2	0	0	2	1	1	1	0	1	5	0	4	16	0	2
182980	Spinal Muscular Atrophy, Proximal, Adult, Autosomal Dominantspinal Muscular Atrophy, Late-onset, Finkel Type, Included	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300717	Myopathy, Reducing Body, X-linked, Early-onset, Severe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605039	Bohring-opitz Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601815	Phosphoglycerate Dehydrogenase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS607250	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
