Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
614075	Hermansky-pudlak Syndrome 6	607522	HPS6	Hps6	1	1	PS203300	Hermansky-Pudlak syndrome	1	0			
614080	Multiple Congenital Anomalies-hypotonia-seizures Syndrome 1	606097	PIGN	Pign	1	1	PS614080	Multiple congenital anomalies-hypotonia-seizures syndrome	1	1	Yes	"['pulmonary.ionocyte', 'serous.cell.of.epithelium.of.bronchus']"	
614091	Short-rib Thoracic Dysplasia 7 With Or Without Polydactyly	613602	WDR35	Wdr35	1	1	PS208500	Short-rib thoracic dysplasia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
614096	Combined Oxidative Phosphorylation Deficiency 8	612035	AARS2	Aars2	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	1	NA	"['fibroblast', 'nk.cell']"	
614099	Cranioectodermal Dysplasia 3	614068	IFT43	Ift43	1	1	PS218330	Cranioectodermal dysplasia	1	0		['lung.ciliated.cell']	['ciliated.epithelial.cell']
614114	Mosaic Variegated Aneuploidy Syndrome 2	607951	CEP57	Cep57	1	1	PS257300	Mosaic variegated aneuploidy syndrome	1	1	Yes	['nk.cell']	
614162	Immunodeficiency 31c	600555	STAT1	Stat1	1	1	PS114580	Familial candidiasis	1	1	Yes		
614162	Immunodeficiency 31c	600555	STAT1	Stat1	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
614231	"Microcephaly, Epilepsy, And Diabetes Syndrome"	609382	IER3IP1	Ier3ip1	1	1			1	1	NA		
614327	Tumor Predisposition Syndrome	603089	BAP1	Bap1	1	1			1	1	Yes	"['fibroblast', 'pulmonary.ionocyte']"	
614370	"Surfactant Metabolism Dysfunction, Pulmonary, 5"	138981	CSF2RB	Csf2rb2	1	1	PS265120	"Surfactant metabolism dysfunction, pulmonary"	1	1	Yes	['type.ii.pneumocyte']	['pulmonary.ionocyte..type.II.pneumocyte']
614370	"Surfactant Metabolism Dysfunction, Pulmonary, 5"	138981	CSF2RB	Csf2rb	1	1	PS265120	"Surfactant metabolism dysfunction, pulmonary"	1	1	Yes	['type.ii.pneumocyte']	['pulmonary.ionocyte..type.II.pneumocyte']
614378	Cranioectodermal Dysplasia 4	608151	WDR19	Wdr19	1	1	PS218330	Cranioectodermal dysplasia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
614432	Ventricular Septal Defect 3	600584	NKX2-5	Nkx2-5	1	1	PS614429	Ventricular septal defect	0	0			
614433	Atrial Septal Defect 8	602937	CITED2	Cited2	1	1	PS108800	Atrial septal defect	1	1	No		
614437	"Cutis Laxa, Autosomal Recessive, Type Ib"	604633	EFEMP2	Efemp2	1	1	PS123700	Cutis laxa	1	1	Yes	"['adventitial.cell', 'alveolar.fibroblast']"	
614468	Familial Cold Autoinflammatory Syndrome 3	600220	PLCG2	Plcg2	1	1	PS120100	Familial cold autoinflammatory syndrome	1	1	No		
614470	"Ras-associated Autoimmune Lymphoproliferative Syndrome Type Iv, Somatic"	190070	KRAS	Kras	1	1			1	1	NA		
614679	"Ciliary Dyskinesia, Primary, 17"	614677	CCDC103	Ccdc103	1	1	PS244400	Primary ciliary dyskinesia	0	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
614699	"Immunodeficiency, Common Variable, 7"	120650	CR2	Cr2	1	1	PS607594	"Immunodeficiency, common variable"	0	1	Yes	['b.cell']	['B.cell']
614700	"Immunodeficiency, Common Variable, 8, With Autoimmunity"	606453	LRBA	Lrba	1	1	PS607594	"Immunodeficiency, common variable"	1	1	Yes	['b.cell']	['B.cell']
614742	"Pulmonary Fibrosis And/or Bone Marrow Failure, Telomere-related, 1"	187270	TERT	Tert	1	1	PS614742	"Pulmonary fibrosis and/or bone marrow failure, telomere-related"	0	0		['nk.cell']	
614743	"Pulmonary Fibrosis And/or Bone Marrow Failure, Telomere-related, 2"	602322	TERC		1	1	PS614742	"Pulmonary fibrosis and/or bone marrow failure, telomere-related"	0	0		['nk.cell']	
614748	"Interstitial Lung Disease, Nephrotic Syndrome, And Epidermolysis Bullosa, Congenital"	605025	ITGA3	Itga3	1	1			1	1	Yes	"['capillary.aerocyte', 'type.i.pneumocyte']"	['capillary.endothelial.cell']
614816	"Loeys-dietz Syndrome, Type 4"	190220	TGFB2	Tgfb2	1	1	PS609192	Loeys-Dietz syndrome	1	1	No		
614874	"Ciliary Dyskinesia, Primary, 18"	614864	DNAAF5	Dnaaf5	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
614878	"Autoinflammation, Antibody Deficiency, And Immune Dysregulation, Plcg2-associated"	600220	PLCG2	Plcg2	1	1			1	1	Yes	"['b.cell', 'pulmonary.ionocyte']"	
614885	Peroxisome Biogenesis Disorder 11b	601789	PEX13	Pex13	1	1	PS214100	Peroxisome biogenesis disorder	1	1	No		
614935	"Ciliary Dyskinesia, Primary, 19"	614930	DNAAF11	Lrrc6	1	1	PS244400	Primary ciliary dyskinesia	0	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
614941	"Ectodermal Dysplasia 11b, Hypohidrotic/hair/tooth Type, Autosomal Recessive"	606603	EDARADD	Edaradd	1	1	PS305100	Ectodermal dysplasia (select examples)	1	1	NA		
614962	Leptin Deficiency Or Dysfunction	164160	LEP	Lep	1	1			0	0			
614963	Leptin Receptor Deficiency	601007	LEPR	Lepr	1	1			1	1	No		
615067	"Ciliary Dyskinesia, Primary, 20"	615038	ODAD1	Odad1	1	1	PS244400	Primary ciliary dyskinesia	0	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615122	Lymphoproliferative Syndrome 2	186711	CD27	Cd27	1	1	PS308240	Lymphoproliferative syndrome	1	1	No	"['cd8.positive..alpha.beta.t.cell', 'cd4.positive..alpha.beta.t.cell', 'nk.cell']"	['lymphocyte']
615139	"Facial Dysmorphism, Immunodeficiency, Livedo, And Short Stature"	174762	POLE	Pole	1	1			1	0			
615206	Card11 Immunodeficiency	607210	CARD11	Card11	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615207	Il21r Immunodeficiency	605383	IL21R	Il21r	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615214	"Agammaglobulinemia 7, Autosomal Recessive"	171833	PIK3R1	Pik3r1	1	1	PS601495	Agammaglobulinemia	1	1	Yes		
615228	"Mitochondrial Complex V (atp Synthase) Deficiency, Nuclear Type 4"	164360	ATP5F1A	Atp5a1	1	1	PS604273	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type"	1	1	Yes	['pulmonary.ionocyte']	
615273	Congenital Disorder Of Deglycosylation	610661	NGLY1	Ngly1	1	1			1	1	No		
615294	"Ciliary Dyskinesia, Primary, 21"	615288	DRC1	Drc1	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615355	Noonan Syndrome 8	609591	RIT1	Rit1	1	1	PS163950	Noonan syndrome	1	1	No		
615401	Immunodeficiency 8	605000	CORO1A	Coro1a	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615415	Renal-hepatic-pancreatic Dysplasia 2	609799	NEK8	Nek8	1	1	PS208540	Renal-hepatic-pancreatic dysplasia	0	0		['fibroblast']	
615444	"Ciliary Dyskinesia, Primary, 22"	607070	ZMYND10	Zmynd10	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615451	"Ciliary Dyskinesia, Primary, 23"	615408	ODAD2	Odad2	1	1	PS244400	Primary ciliary dyskinesia	0	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615481	"Ciliary Dyskinesia, Primary, 24"	609314	RSPH1	Rsph1	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615482	"Ciliary Dyskinesia, Primary, 25"	608706	DNAAF4	Dnaaf4	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615486	Interstitial Lung And Liver Disease	156560	MARS1	Mars1	1	1			0	0			
615500	"Ciliary Dyskinesia, Primary, 26"	615494	CFAP298	Cfap298	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615503	Short-rib Thoracic Dysplasia 8 With Or Without Polydactyly	615462	DYNC2I1	Dync2i1	1	1	PS208500	Short-rib thoracic dysplasia	0	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615504	"Ciliary Dyskinesia, Primary, 27"	611088	CCDC65	Ccdc65	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615505	"Ciliary Dyskinesia, Primary, 28"	603395	SPAG1	Spag1	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615508	"Erythroderma, Congenital, With Palmoplantar Keratoderma, Hypotrichosis, And Hyper-ige"	125670	DSG1	Dsg1a	1	1			0	0			
615508	"Erythroderma, Congenital, With Palmoplantar Keratoderma, Hypotrichosis, And Hyper-ige"	125670	DSG1	Dsg1b	1	1			0	0			
615513	Immunodeficiency 14	602839	PIK3CD	Pik3cd	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615518	Immunodeficiency 13	604011	UNC119	Unc119	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615524	"Microphthalmia, Syndromic 12"	180220	RARB	Rarb	1	1	PS309800	"Microphthalmia, syndromic"	1	0	Yes	"['bronchial.vessel.endothelial.cell', 'endothelial.cell.of.artery']"	
615559	"Autoimmune Lymphoproliferative Syndrome, Type Iii"	176977	PRKCD	Prkcd	1	1			1	1	NA		
615561	Complement Factor B Deficiency	138470	CFB	Cfb	1	1			1	1	NA		
615577	"Immunodeficiency, Common Variable, 10"	164012	NFKB2	Nfkb2	1	1	PS607594	"Immunodeficiency, common variable"	1	1	Yes	['b.cell']	['B.cell']
615592	Immunodeficiency 15	603258	IKBKB	Ikbkb	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615607	Immunodeficiency 17	186740	CD3G	Cd3g	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615615	Immunodeficiency 18	186830	CD3E	Cd3e	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615617	Immunodeficiency 19	186790	CD3D	Cd3d	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615633	Short-rib Thoracic Dysplasia 11 With Or Without Polydactyly	613363	DYNC2I2	Dync2i2	1	1	PS208500	Short-rib thoracic dysplasia	0	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615636	Joubert Syndrome 21	611654	CSPP1	Cspp1	1	1	PS213300	Joubert syndrome	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615688	"Vasculitis, Autoinflammation, Immunodeficiency, And Hematologic Defects Syndrome"	607575	ADA2		1	1			1	0			
615704	"Poikiloderma, Hereditary Fibrosing, With Tendon Contractures, Myopathy,and Pulmonary Fibrosis"	615584	FAM111B		1	1			0	0			
615707	Immunodeficiency 20	146740	FCGR3A	Fcgr4	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615721	Renal Hypodysplasia/aplasia 2	605558	FGF20	Fgf20	1	1	PS191830	Renal hypodysplasia/aplasia	0	0		"['alveolar.fibroblast', 'bronchial.smooth.muscle.cell', 'fibroblast']"	['fibroblast']
615758	Immunodeficiency 22	153390	LCK	Lck	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615767	"Immunodeficiency, Common Variable, 11"	605384	IL21	Il21	1	1	PS607594	"Immunodeficiency, common variable"	0	0	Yes	['b.cell']	['B.cell']
615816	Immunodeficiency 23	172100	PGM3	Pgm3	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
615872	"Ciliary Dyskinesia, Primary, 29"	607752	CCNO	Ccno	1	1	PS244400	Primary ciliary dyskinesia	1	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
615897	Immunodeficiency 24	123860	CTPS1	Ctps	1	1	PS300755	Immunodeficiency (Select Examples)	1	0	Yes		
615934	"Sting-associated Vasculopathy, Infantile-onset"	612374	STING1	Sting1	1	1			0	0			
615952	"Autoimmune Disease, Multisystem, Infantile-onset, 1"	102582	STAT3	Stat3	1	1	PS615952	"Autoimmune disease, multisystem, infantile-onset"	1	1	Yes	['neutrophil']	
615966	Immunodeficiency 26 With Or Without Neurologic Abnormalities	600899	PRKDC	Prkdc	1	1	PS300755	Immunodeficiency (Select Examples)	1	0	Yes		
615993	Bardet-biedl Syndrome 16	613524	SDCCAG8	Sdccag8	1	1	PS209900	Bardet-Biedl syndrome	1	1	Yes	['fibroblast']	
616005	Immunodeficiency 36	171833	PIK3R1	Pik3r1	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
616006	Hennekam Lymphangiectasia-lymphedema Syndrome 2	612411	FAT4	Fat4	1	1	PS235510	Hennekam lymphangiectasia-lymphedema syndrome	1	0			
616022	"Neutropenia, Severe Congenital, 6, Autosomal Recessive"	616012	JAGN1	Jagn1	1	1	PS202700	"Neutropenia, severe congenital"	1	1	Yes	"['plasmacytoid.dendritic.cell', 'pulmonary.ionocyte']"	['ciliated.epithelial.cell']
616037	"Ciliary Dyskinesia, Primary, 30"	615956	ODAD3	Odad3	1	1	PS244400	Primary ciliary dyskinesia	0	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
616050	Autoinflammation With Infantile Enterocolitis	606831	NLRC4	Nlrc4	1	1			1	0			
616069	"Inflammatory Skin And Bowel Disease, Neonatal, 2"	131550	EGFR	Egfr	1	1	PS614328	Neonatal inflammatory skin and bowel disease	1	1	Yes	"['basal.cell', 'pulmonary.ionocyte']"	
616100	"Autoimmune Lymphoproliferative Syndrome, Type V"	123890	CTLA4	Ctla4	1	1			1	0			
616260	Tenorio Syndrome	610432	RNF125		1	1			1	0			
616300	Short-rib Thoracic Dysplasia 13 With Or Without Polydactyly	613446	CEP120	Cep120	1	1	PS208500	Short-rib thoracic dysplasia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
616368	Chops Syndrome	604417	AFF4	Aff4	1	1			1	1	Yes	"['endothelial.cell.of.artery', 'pericyte.cell']"	['pericyte.cell']
616371	"Pulmonary Fibrosis And/or Bone Marrow Failure, Telomere-related, 4"	604212	PARN	Parn	1	1	PS614742	"Pulmonary fibrosis and/or bone marrow failure, telomere-related"	1	1	Yes	['nk.cell']	
616373	"Pulmonary Fibrosis And/or Bone Marrow Failure, Telomere-related, 3"	608833	RTEL1	Rtel1	1	1	PS614742	"Pulmonary fibrosis and/or bone marrow failure, telomere-related"	0	0	Yes	['nk.cell']	
616414	"Autoimmune Interstitial Lung, Joint, And Kidney Disease"	601924	COPA	Copa	1	1			1	1	Yes	"['fibroblast', 'plasmacytoid.dendritic.cell']"	
616481	"Ciliary Dyskinesia, Primary, 32"	615876	RSPH3	Rsph3a	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
616481	"Ciliary Dyskinesia, Primary, 32"	615876	RSPH3	Rsph3b	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
616503	*616503 Lethal Congenital Contracture Syndrome 9	612243	ADGRG6	Adgrg6	1	1	PS253310	Lethal congenital contracture syndrome	1	0	Yes		
616546	Short-rib Thoracic Dysplasia 14 With Polydactyly	610178	KIAA0586	2700049A03Rik	1	1	PS208500	Short-rib thoracic dysplasia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
616576	"Immunodeficiency, Common Variable, 12"	164011	NFKB1	Nfkb1	1	1	PS607594	"Immunodeficiency, common variable"	1	1	Yes	['b.cell']	['B.cell']
616579	"Mental Retardation, Autosomal Dominant 40"	616327	CHAMP1	Champ1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	0	Yes	"['pericyte.cell', 'plasmacytoid.dendritic.cell']"	
616651	Roifman Syndrome	601428	RNU4ATAC		1	1			0	0			
616720	"Myasthenic Syndrome, Congenital, 19"	120350	COL13A1	Col13a1	1	1	PS601462	"Myasthenic syndrome, congenital"	1	1	Yes	"['alveolar.fibroblast', 'basophil']"	['fibroblast']
616726	"Ciliary Dyskinesia, Primary, 33"	605178	GAS8	Gas8	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
616733	"Coenzyme Q10 Deficiency, Primary, 8"	601683	COQ7	Coq7	1	1	PS607426	"Coenzyme Q10 deficiency, primary"	1	1	Yes	"['neutrophil', 'pulmonary.ionocyte']"	
616740	Immunodeficiency 46	190010	TFRC	Tfrc	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
616749	"Heterotaxy, Visceral, 7, Autosomal"	608416	MMP21	Mmp21	1	1	PS306955	"Heterotaxy, visceral"	0	0			
616777	Seckel Syndrome 9	605958	TRAIP	Traip	1	1	PS210600	Seckel syndrome	1	1	NA		
616784	Joubert Syndrome 26	616650	KATNIP	Katnip	1	1	PS213300	Joubert syndrome	0	0		['lung.ciliated.cell']	['ciliated.epithelial.cell']
616835	Meier-gorlin Syndrome 6	602842	GMNN	Gmnn	1	1	PS224690	Meier-Gorlin syndrome	1	1	Yes		
616843	"Lymphedema, Hereditary, Iii"	611184	PIEZO1	Piezo1	1	1	PS153100	Lymphatic malformation	1	0		"['capillary.endothelial.cell', 'endothelial.cell.of.artery', 'endothelial.cell.of.lymphatic.vessel', 'vein.endothelial.cell']"	['pulmonary.artery.endothelial.cell']
616866	Spinal Muscular Atrophy With Congenital Bone Fractures 1	604501	TRIP4	Trip4	1	1	PS616866	Spinal muscular atrophy with congenital bone fractures	1	1	Yes	"['plasmacytoid.dendritic.cell', 'pulmonary.ionocyte']"	['ciliated.epithelial.cell']
616867	Spinal Muscular Atrophy With Congenital Bone Fractures 2	614215	ASCC1	Ascc1	1	1	PS616866	Spinal muscular atrophy with congenital bone fractures	1	1	Yes	"['plasmacytoid.dendritic.cell', 'pulmonary.ionocyte']"	['ciliated.epithelial.cell']
616894	"Robinow Syndrome, Autosomal Dominant 3"	601368	DVL3	Dvl3	1	1	PS268310	Robinow syndrome	1	0			
616897	"Osteochondrodysplasia, Complex Lethal, Symoens-barnes-gistelinck Type"	612758	TAPT1	Tapt1	1	1			1	1	Yes	"['club.cell', 'endothelial.cell.of.lymphatic.vessel', 'myofibroblast.cell']"	
617022	Lethal Congenital Contracture Syndrome 10	609798	NEK9	Nek9	1	1	PS253310	Lethal congenital contracture syndrome	1	1	Yes		
617050	Hermansky-pudlak Syndrome 10	607246	AP3D1	Ap3d1	1	1	PS203300	Hermansky-Pudlak syndrome	1	1	Yes		
617053	Mirage Syndrome	610456	SAMD9		1	1			1	0			
617063	Meier-gorlin Syndrome 7	603465	CDC45	Cdc45	1	1	PS224690	Meier-Gorlin syndrome	0	0			
617091	"Ciliary Dyskinesia, Primary, 34"	610263	DNAJB13	Dnajb13	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
617092	"Ciliary Dyskinesia, Primary, 35"	617095	ODAD4	Odad4	1	1	PS244400	Primary ciliary dyskinesia	0	0	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
617175	Retinal Dystrophy With Or Without Extraocular Anomalies	607867	RCBTB1	Rcbtb1	1	1			1	1	Yes	"['endothelial.cell.of.lymphatic.vessel', 'type.i.pneumocyte']"	
617180	Chitayat Syndrome	611888	ERF	Erf	1	1			1	1	Yes		
617194	Lethal Congenital Contracture Syndrome 11	608603	GLDN	Gldn	1	1	PS253310	Lethal congenital contracture syndrome	1	0			
617205	"Heterotaxy, Visceral, 8, Autosomal"	609721	PKD1L1	Pkd1l1	1	1	PS306955	"Heterotaxy, visceral"	0	0			
617237	Immunodeficiency 49	606558	BCL11B	Bcl11b	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
617241	"Lung Disease, Immunodeficiency, And Chromosome Breakage Syndrome"	608243	NSMCE3	Nsmce3	1	1			1	0			
617258	"Myopathy, Myofibrillar, 8"	617220	PYROXD1	Pyroxd1	1	1	PS601419	"Myopathy, myofibrillar"	1	1	Yes	"['nk.cell', 'pulmonary.ionocyte']"	
617300	"Hydrops Fetalis, Nonimmune, And/or Atrial Septal Defect, Susceptibility To"	600011	EPHB4	Ephb4	1	1	PS153100	Lymphatic malformation	1	1	Yes	"['capillary.endothelial.cell', 'endothelial.cell.of.artery', 'endothelial.cell.of.lymphatic.vessel', 'vein.endothelial.cell']"	['pulmonary.artery.endothelial.cell']
617303	Mucopolysaccharidosis-plus Syndrome	610034	VPS33A	Vps33a	1	1			1	1	NA		
617321	Yao Syndrome	605956	NOD2	Nod2	1	1			1	0			
617402	"Cutis Laxa, Autosomal Recessive, Type Iic"	108746	ATP6V1E1	Atp6v1e1	1	1	PS123700	Cutis laxa	1	1	Yes	"['adventitial.cell', 'alveolar.fibroblast']"	
617468	"Arthrogryposis Multiplex Congenita, Neurogenic, With Myelin Defect"	608303	LGI4	Lgi4	1	1	PS617468	Arthrogryposis multiplex congenita	1	1	Yes	"['pericyte.cell', 'vascular.associated.smooth.muscle.cell']"	
617475	Specific Granule Deficiency 2	601736	SMARCD2	Smarcd2	1	1	PS245480	Specific granule deficiency	1	1	Yes	"['adventitial.cell', 'alveolar.fibroblast', 'fibroblast', 'serous.cell.of.epithelium.of.bronchus']"	
617478	Structural Heart Defects And Renal Anomalies Syndrome	617449	TMEM260	Tmem260	1	1			1	0			
617506	Noonan Syndrome-like Disorder With Loose Anagen Hair 2	600590	PPP1CB	Ppp1cb	1	1	PS163950	Noonan syndrome	1	1	No		
617506	Noonan Syndrome-like Disorder With Loose Anagen Hair 2	600590	PPP1CB	Ppp1cb	1	1	PS607721	Noonan syndrome-like disorder with loose anagen hair	1	1	No		
617514	Immunodeficiency 52	602354	LAT	Lat	1	1	PS300755	Immunodeficiency (Select Examples)	0	1	Yes		
617585	Immunodeficiency 53	604758	RELB	Relb	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
617602	Congenital Heart Defects And Skeletal Malformations Syndrome	189980	ABL1	Abl1	1	1			1	1	Yes	"['adventitial.cell', 'myofibroblast.cell']"	
617638	Immunodeficiency 11b With Atopic Dermatitis	607210	CARD11	Card11	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
617667	Fraser Syndrome 3	604597	GRIP1	Grip1	1	1	PS219000	Fraser syndrome	1	0	Yes		
617695	"Pontocerebellar Hypoplasia, Type 11"	617687	TBC1D23	Tbc1d23	1	1	PS607596	Pontocerebellar hypoplasia	1	1	No	"['b.cell', 'plasmacytoid.dendritic.cell']"	
617744	"Immunodeficiency, Developmental Delay, And Hypohomocysteinemia"	600492	NFE2L2	Nfe2l2	1	1			1	1	NA		
617780	Combined Immunodeficiency And Megaloblastic Anemia With Or Without Hyperhomocysteinemia	172460	MTHFD1	Mthfd1	1	1			1	1	Yes	"['basophil', 'fibroblast', 'myofibroblast.cell']"	
617809	Geleophysic Dysplasia 3	602090	LTBP3	Ltbp3	1	1	PS231050	Geleophysic dysplasia	1	1	Yes	"['adventitial.cell', 'alveolar.fibroblast']"	
617895	Short-rib Thoracic Dysplasia-19 With Or Without Polydactyly (srtd19)	605489	IFT81	Ift81	1	1	PS208500	Short-rib thoracic dysplasia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
617925	Short-rib Throacic Dysplasia 20 With Polydactyly	610621	INTU	Intu	1	1	PS208500	Short-rib thoracic dysplasia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
618021	Tetraamelia Syndrome 2	610575	RSPO2	Rspo2	1	1			0	0			
618065	"Pontocerebellar Hypoplasia, Type 1d"	606180	EXOSC9	Exosc9	1	1	PS607596	Pontocerebellar hypoplasia	1	1	Yes	"['b.cell', 'plasmacytoid.dendritic.cell']"	
618108	Immunodeficiency 57	603453	RIPK1	Ripk1	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
618116	Bone Marrow Failure Syndrome 4	612176	MYSM1	Mysm1	1	1	PS614675	Bone marrow failure syndrome	1	1	NA		
618131	Immunodeficiency 58	610859	CARMIL2	Carmil2	1	1	PS300755	Immunodeficiency (Select Examples)	0	0			
618175	Warburg-cinotti Syndrome	191311	DDR2	Ddr2	1	1			1	1	Yes	"['adventitial.cell', 'alveolar.fibroblast', 'fibroblast']"	['fibroblast.1']
618183	"Diarrhea 10, Protein-losing Enteropathy Type"	607647	PLVAP	Plvap	1	1	PS214700	"Diarrhea, congenital"	1	1	NA		
618204	Immunodeficiency 15a	603258	IKBKB	Ikbkb	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
618213	"Inflammatory Bowel Disease, Immunodeficiency, And Encephalopathy"	190180	TGFB1	Tgfb1	1	1			0	1			
618254	"Ciliary Dyskinesia, Primary, 39"	618227	LRRC56	Lrrc56	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
618278	"Fibrosis, Neurodegeneration, And Cerebral Angiomatosis"	618277	NHLRC2	Nhlrc2	1	1			1	1	Yes	"['capillary.aerocyte', 'capillary.endothelial.cell', 'pulmonary.ionocyte']"	['capillary.endothelial.cell']
618280	Cardiac-urogenital Syndrome	608329	MYRF	Myrf	1	1			1	0			
618282	"Hyper-ige Recurrent Infection Syndrome 3, Autosomal Recessive"	618269	ZNF341	Zfp341	1	1	PS147060	Hyper-IgE recurrent infection syndrome	0	0		['neutrophil']	
618307	"Epidermodysplasia Verruciformis, Susceptibility To, 4"	602037	RHOH	Rhoh	1	1	PS226400	"Epidermodysplasia verruciformis, susceptibility to"	1	1	Yes	"['cd4.positive..alpha.beta.t.cell', 'basophil', 'neutrophil']"	['B.cell']
618313	Diamond-blackfan Anemia 20	603674	RPS15A	Rps15a	1	1	PS105650	Diamond-Blackfan anemia	1	1	No		
618316	Intellectual Developmental Disorder With Cardiac Defects And Dysmorphic Facies	618163	TMEM94	Tmem94	1	1			1	0			
618332	Menke-hennekam Syndrome 1	600140	CREBBP	Crebbp	1	1	PS618332	Menke-Hennekam syndrome	1	1	No		
618333	Menke-hennekam Syndrome 2	602700	EP300	Ep300	1	1	PS618332	Menke-Hennekam syndrome	1	1	No		
618371	Turnpenny-fry Syndrome	600346	PCGF2	Pcgf2	1	1			1	1	No		
618394	Immunodeficiency 60	605394	BACH2	Bach2	1	1	PS300755	Immunodeficiency (Select Examples)	1	1	Yes		
618449	"Ciliary Dyskinesia, Primary, 41"	611398	GAS2L2	Gas2l2	1	1	PS244400	Primary ciliary dyskinesia	1	1	Yes	['lung.ciliated.cell']	['ciliated.epithelial.cell']
618493	"Hypotonia, Hyperventilation, Impaired Intellectual Development, Dysautonomia, Epilepsy, And Eye Abnormalities"	614584	P4HTM	P4htm	1	1			1	1	Yes	['lung.ciliated.cell']	
