Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
612289	Fontaine Progeroid Syndrome	608744	SLC25A24	Slc25a24	1	1			1	1		['macrophage']	
612291	Joubert Syndrome 8	608922	ARL13B	Arl13b	1	1	PS213300	Joubert syndrome	1	1			
612300	"Hemolytic Anemia, Cd59-mediated, With Or Without Immune-mediated Polyneuropathy"	107271	CD59	Cd59b	1	1			1	1		"['capillary.endothelial.cell', 'endothelial.cell.of.vascular.tree']"	
612301	"Osteopetrosis, Autosomal Recessive 7"	603499	TNFRSF11A	Tnfrsf11a	1	1	PS259700	"Osteopetrosis, autosomal recessive"	1	1		['macrophage']	
612313	Glass Syndrome	608148	SATB2	Satb2	1	1			0	0			
612319	"Spastic Paraplegia 35, Autosomal Recessive"	611026	FA2H	Fa2h	1	1	PS303350	Spastic paraplegia	0	1			
612337	Chromosome 1q43-q44 Deletion Syndrome	608433	ZBTB18	Zbtb18	1	1	PS156200	"Mental retardation, autosomal dominant"	1	0			
612350	"Ehlers-danlos Syndrome, Spondylodysplastic Type, 3"	608735	SLC39A13	Slc39a13	1	1	PS130000	Ehlers-Danlos syndrome	1	1		['tendon.cell']	
612379	"Coloboma, Ocular, And Ichthyosis, Brain Malformations, And Endocrine"	611715	SRD5A3	Srd5a3	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
612387	"Sarcoidosis, Susceptibility To, 2"	606000	BTNL2	Btnl2	1	1			0	0			
612389	"Pontocerebellar Hypoplasia, Type 2b"	608753	TSEN2	Tsen2	1	1	PS607596	Pontocerebellar hypoplasia	0	0			
612394	"Bone Fragility With Contractures, Arterial Rupture, And Deafness"	603066	PLOD3	Plod3	1	1			1	1			
612438	"Leukodystrophy, Hypomyelinating, 6"	602662	TUBB4A	Tubb4a	1	1	PS312080	"Leukodystrophy, hypomyelinating"	0	1			
612539	"Spastic Paraplegia 42, Autosomal Dominant"	603690	SLC33A1	Slc33a1	1	1	PS303350	Spastic paraplegia	1	0			
612540	"Myopathy, Congenital, Compton-north"	600016	CNTN1	Cntn1	1	1			0	0			
612562	Diamond-blackfan Anemia 7	604175	RPL11	Rpl11	1	1	PS105650	Diamond-Blackfan anemia	1	1			
612577	Amyotrophic Lateral Sclerosis 11	609390	FIG4	Fig4	1	1	PS105400	Amyotrophic lateral sclerosis	1	0			
612621	"Mental Retardation, Autosomal Dominant 5"	603384	SYNGAP1	Syngap1	1	1	PS156200	"Mental retardation, autosomal dominant"	1	0			
612649	"Ciliary Dyskinesia, Primary, 11"	612647	RSPH4A	Rsph4a	1	1	PS244400	Primary ciliary dyskinesia	0	0			
612650	"Ciliary Dyskinesia, Primary, 12"	612648	RSPH9	Rsph9	1	1	PS244400	Primary ciliary dyskinesia	0	0			
612656	"Episodic Ataxia, Type 6"	600111	SLC1A3	Slc1a3	1	1	PS160120	Episodic ataxia	1	1		['macrophage']	
612674	"Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract"	613599	ABHD12	Abhd12	1	1			1	1		['macrophage']	['macrophage']
612713	Kahrizi Syndrome	611715	SRD5A3	Srd5a3	1	1			1	1			
612716	"Dystonia, Dopa-responsive, Due To Sepiapterin Reductase Deficiency"	182125	SPR	Spr	1	1			1	1		['fast.muscle.cell']	
612718	Cerebral Creatine Deficiency Syndrome 3	602360	GATM	Gatm	1	1	PS300352	Cerebral creatine deficiency syndrome	1	1		['fast.muscle.cell']	
612736	Cerebral Creatine Deficiency Syndrome 2	601240	GAMT	Gamt	1	1	PS300352	Cerebral creatine deficiency syndrome	1	1		['fast.muscle.cell']	
612740	"Porphyria, Acute Hepatic"	125270	ALAD	Alad	1	1			1	0			
612780	"Seizures, Sensorineural Deafness, Ataxia, Mental Retardation, And"	602208	KCNJ10	Kcnj10	1	1			0	0			
612782	Immunodeficiency 9	610277	ORAI1	Orai1	1	1	PS300755	Immunodeficiency (Select Examples)	1	1			
612783	Immunodeficiency 10	605921	STIM1	Stim1	1	1	PS300755	Immunodeficiency (Select Examples)	1	0			
612900	"Cerebral Palsy, Spastic Quadriplegic, 2"	607704	KANK1	Kank1	1	1	PS603513	Spastic quadriplegic cerebral palsy	1	1			
612921	Three M Syndrome 2	610991	OBSL1		1	1	PS273750	Three M syndrome	1	0			
612932	Glycogen Storage Disease Xiii	131370	ENO3	Eno3	1	1			1	1		['fast.muscle.cell']	['striated.muscle.cell']
612933	Glycogen Storage Disease Xi	150000	LDHA	Ldha	1	1			1	1		['fast.muscle.cell']	['striated.muscle.cell']
612936	"Cerebral Palsy, Spastic Quadriplegic, 3"	602296	AP4M1	Ap4m1	1	1	PS303350	Spastic paraplegia	1	0			
612937	"Congenital Disorder Of Glycosylation, Type Io"	605951	DPM3	Dpm3	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
612938	"Growth Retardation, Developmental Delay, Coarse Facies, And Early"	610966	FTO	Fto	1	1			1	1			
612949	"Hypomyelination, Global Cerebral"	603667	SLC25A12	Slc25a12	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
612951	"Leukoencephalopathy, Cystic, Without Megalencephaly"	612944	RNASET2	Rnaset2a	1	1			1	0		"['macrophage', 'mast.cell']"	['macrophage']
612951	"Leukoencephalopathy, Cystic, Without Megalencephaly"	612944	RNASET2	Rnaset2b	1	1			1	1		"['macrophage', 'mast.cell']"	['macrophage']
612952	Aicardi-goutieres Syndrome 5	606754	SAMHD1	Samhd1	1	1	PS225750	Aicardi-Goutieres syndrome	1	1			
612953	"Parkinson Disease 14, Autosomal Recessive"	603604	PLA2G6	Pla2g6	1	1	PS168600	Parkinson disease	0	0			
612954	"Myopathy, Myofibrillar, 6"	603883	BAG3	Bag3	1	1	PS601419	"Myopathy, myofibrillar"	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
612998	Emery-dreifuss Muscular Dystrophy 4	608441	SYNE1	Syne1	1	1	PS310300	Emery-Dreifuss muscular dystrophy	1	1	Yes		
612999	Emery-dreifuss Muscular Dystrophy 5	608442	SYNE2	Syne2	1	1	PS310300	Emery-Dreifuss muscular dystrophy	1	1	Yes		
613027	Glycogen Storage Disease Ixc	172471	PHKG2	Phkg2	1	1			0	1			
613038	"Pituitary Hormone Deficiency, Combined, 1"	173110	POU1F1	Pou1f1	1	1	PS613038	"Pituitary hormone deficiency, combined"	0	0			
613070	"Liver Failure, Acute Infantile"	610230	TRMU	Trmu	1	1			0	0			
613076	"Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, And Developmental Delay"	600924	GFER	Gfer	1	1			1	1		['slow.muscle.cell']	['striated.muscle.cell']
613077	"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions,autosomal Dominant, 5"	604712	RRM2B	Rrm2b	1	1	PS157640	Progressive external ophthalmoplegia with mtDNA deletions	1	1			
613078	Nijmegen Breakage Syndrome-like Disorder	604040	RAD50	Rad50	1	1			1	1		['mesothelial.cell']	
613090	"Bartter Syndrome, Type 4b"	602024	CLCNKA	Clcnkb	1	1	PS601678	Bartter syndrome	0	0			
613090	"Bartter Syndrome, Type 4b"	602023	CLCNKB	Clcnka	1	1	PS601678	Bartter syndrome	0	0			
613115	"Neuropathy, Hereditary Sensory And Autonomic, Type Iib"	613114	RETREG1	Retreg1	1	1	PS162400	Hereditary sensory and autonomic neuropathy	1	0			
613135	"Parkinsonism-dystonia, Infantile"	126455	SLC6A3	Slc6a3	1	1	PS613135	"Parkinsonism-dystonia, infantile"	0	0			
613150	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eyeanomalies), Type A, 2"	607439	POMT2	Pomt2	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	0	0			
613151	"Muscular Dystrophy-dystroglycanopathy (congenital With Mental Retardation),type B, 3"	606822	POMGNT1	Pomgnt1	1	1	PS613155	"Muscular dystrophy-dystroglycanopathy, type B"	1	1			
613152	"Muscular Dystrophy-dystroglycanopathy (congenital Without Mental Retardation),type B, 4"	607440	FKTN	Fktn	1	1	PS613155	"Muscular dystrophy-dystroglycanopathy, type B"	1	0			
613153	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eyeanomalies), Type A, 5"	606596	FKRP	Fkrp	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	1	1			
613154	"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eyeanomalies), Type A, 6"	603590	LARGE1	Large1	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	1	0			
613155	"Muscular Dystrophy-dystroglycanopathy (congenital With Mental Retardation),type B, 1"	607423	POMT1	Pomt1	1	1	PS613155	"Muscular dystrophy-dystroglycanopathy, type B"	0	0			
613156	"Muscular Dystrophy-dystroglycanopathy (congenital With Mental Retardation),type B, 2"	607439	POMT2	Pomt2	1	1	PS613155	"Muscular dystrophy-dystroglycanopathy, type B"	0	0			
613157	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 3"	606822	POMGNT1	Pomgnt1	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1	Yes		
613157	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 3"	606822	POMGNT1	Pomgnt1	1	1	PS609308	"Muscular dystrophy-dystroglycanopathy, type C"	1	1	Yes		
613158	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 2"	607439	POMT2	Pomt2	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	0	0	Yes		
613158	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 2"	607439	POMT2	Pomt2	1	1	PS609308	"Muscular dystrophy-dystroglycanopathy, type C"	0	0	Yes		
613161	Beta-ureidopropionase Deficiency	606673	UPB1	Upb1	1	1			0	1			
613162	"Spastic Paraplegia 45, Autosomal Recessive"	600417	NT5C2	Nt5c2	1	1	PS303350	Spastic paraplegia	1	1			
613163	Gaba-transaminase Deficiency	137150	ABAT	Abat	1	1			0	1			
613177	"Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities"	604710	LTBP4	Ltbp4	1	1	PS123700	Cutis laxa	1	1			
613179	Immunodeficiency Due To Purine Nucleoside Phosphorylase Deficiency	164050	PNP	Pnp	1	1			1	1		['endothelial.cell.of.vascular.tree']	
613179	Immunodeficiency Due To Purine Nucleoside Phosphorylase Deficiency	164050	PNP	Pnp2	1	1			1	0		['endothelial.cell.of.vascular.tree']	
613180	Polymicrogyria With Optic Nerve Hypoplasia	605742	TUBA8	Tuba8	1	1	PS614039	"Cortical dysplasia, complex, with other brain malformations"	0	1			
613204	"Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency"	600536	ITGA7	Itga7	1	1			1	1		['pericyte.cell']	['pericyte.cell']
613205	"Muscular Dystrophy, Congenital, Lmna-related"	150330	LMNA	Lmna	1	1			1	1		['mast.cell']	
613206	"Spastic Paraplegia 44, Autosomal Recessive"	608803	GJC2	Gjc2	1	1	PS303350	Spastic paraplegia	1	1			
613224	Noonan Syndrome 6	164790	NRAS	Nras	1	1	PS163950	Noonan syndrome	1	1			
613239	"Thyrotoxic Periodic Paralysis, Susceptibility To, 2"	613236	KCNJ18		1	1	PS188580	Thyrotoxic periodic paralysis	0	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
613254	Tuberous Sclerosis-2	147570	IFNG	Ifng	1	1	PS191100	Tuberous sclerosis	1	0			
613254	Tuberous Sclerosis-2	191092	TSC2	Tsc2	1	1	PS191100	Tuberous sclerosis	1	1			
613280	"Hypermanganesemia With Dystonia, Polycythemia, And Cirrhosis"	611146	SLC30A10	Slc30a10	1	1	PS613280	Hypermanganesemia with dystonia	0	0		['mesenchymal.stem.cell']	
613287	"Charcot-marie-tooth Disease, Axonal, Type 2n"	601065	AARS1	Aars	1	1	PS118220	Charcot-Marie-Tooth disease	0	1			
613309	Diamond-blackfan Anemia 10	603701	RPS26	Rps26	1	1	PS105650	Diamond-Blackfan anemia	1	1			
613319	Miyoshi Muscular Dystrophy 3	608662	ANO5	Ano5	1	1	PS254130	Miyoshi muscular dystrophy	0	0	Yes	['capillary.endothelial.cell']	"['blood.vessel.endothelial.cell', 'capillary.endothelial.cell']"
613320	"Spondylometaphyseal Dysplasia, Megarbane-dagher-melki Type"	614336	PAM16	Pam16	1	1	PS184255	Spondylometaphyseal dysplasia	0	1			
613327	"Lipodystrophy, Congenital Generalized, Type 4"	603198	CAVIN1	Cavin1	1	1	PS608594	"Lipodystrophy, congenital generalized"	1	0			
613330	Spondylo-megaepiphyseal-metaphyseal Dysplasia	602183	NKX3-2	Nkx3-2	1	1			0	0			
613345	"Hypokalemic Periodic Paralysis, Type 2"	603967	SCN4A	Scn4a	1	1			1	0			
613376	"Neuronopathy, Distal Hereditary Motor, Type Iic"	604624	HSPB3	Hspb3	1	1			1	1	Yes	['slow.muscle.cell']	['striated.muscle.cell']
613385	"Autoimmune Disease, Multisystem, With Facial Dysmorphism"	606409	ITCH	Itch	1	1			1	1			
613388	Fanconi Renotubular Syndrome 2	182309	SLC34A1	Slc34a1	1	1	PS134600	Fanconi renotubular syndrome	0	0		['macrophage']	
613398	Warsaw Breakage Syndrome	601150	DDX11	Ddx11	1	1			1	0			
613402	"Microcephaly, Seizures, And Developmental Delay"	605610	PNKP	Pnkp	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
613404	"Arthrogryposis, Renal Dysfunction, And Cholestasis 2"	613401	VIPAS39	Vipas39	1	1	PS208085	"Arthrogryposis, renal dysfunction, and cholestasis"	0	0			
613406	Chromosome 15q24 Deletion Syndrome	607776	SIN3A	Sin3a	1	1			1	1			
613435	Amyotrophic Lateral Sclerosis 12	602432	OPTN	Optn	1	1	PS105400	Amyotrophic lateral sclerosis	1	1			
613443	"Mental Retardation, Autosomal Dominant 20"	600662	MEF2C	Mef2c	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
613454	"Rett Syndrome, Congenital Variant"	164874	FOXG1	Foxg1	1	1			0	0			
613470	"Hemolytic Anemia, Nonspherocytic, Due To Glucose Phosphate Isomerase"	172400	GPI	Gpi1	1	1			1	1		['fast.muscle.cell']	['striated.muscle.cell']
613471	Reynolds Syndrome	600024	LBR	Lbr	1	1			1	1		['mature.nk.t.cell']	
613477	"Epileptic Encephalopathy, Early Infantile, 5"	182810	SPTAN1	Sptan1	1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
613489	"Congenital Disorder Of Glycosylation, Type Iij"	606976	COG4	Cog4	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	1			
613507	Glycogen Storage Disease Xv	603942	GYG1	Gyg	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
613559	Combined Oxidative Phosphorylation Deficiency 7	613541	MTRFR	Mtrfr	1	1	PS609060	Combined oxidative phosphorylation deficiency	0	0		['slow.muscle.cell']	['striated.muscle.cell']
613561	"Myopathy, Lactic Acidosis, And Sideroblastic Anemia 2"	610957	YARS2	Yars2	1	1	PS600462	"Myopathy, lactic acidosis, and sideroblastic anemia"	1	0	Yes	['endothelial.cell.of.vascular.tree']	
613563	Noonan Syndrome-like Disorder With Or Without Juvenile Myelomonocyticleukemia	165360	CBL	Cbl	1	1			1	1			
613608	"Epilepsy, Familial Adult Myoclonic, 3"	613297	MARCHF6	Marchf6	1	1	PS601068	"Epilepsy, familial adult myoclonic"	0	0			
613640	"Neuropathy, Hereditary Sensory And Autonomic, Type Ic"	605713	SPTLC2	Sptlc2	1	1	PS162400	Hereditary sensory and autonomic neuropathy	1	1			
613641	"Charcot-marie-tooth Disease, Recessive Intermediate B"	601421	KARS1	Kars	1	1	PS118220	Charcot-Marie-Tooth disease	0	1			
613647	"Spastic Paraplegia 48, Autosomal Recessive"	613653	AP5Z1	Ap5z1	1	1	PS303350	Spastic paraplegia	1	0			
613658	Rajab Interstitial Lung Disease With Brain Calcifications	609690	FARSB	Farsb	1	1	PS613658	Rajab interstitial lung disease with brain calcifications	1	1			
613661	"Congenital Disorder Of Glycosylation, Type Ip"	613666	ALG11	Alg11	1	1	PS212065	"Congenital disorders of glycosylation, type I"	0	0			
613662	Mitochondrial Dna Depletion Syndrome 4b (mngie Type)	174763	POLG	Polg	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	1	Yes		
613668	"Microcephaly, Postnatal Progressive, With Seizures And Brain Atrophy"	603810	MED17	Med17	1	1			1	1		['mature.nk.t.cell']	
613670	Mental Retardation With Language Impairment And With Or Without Autistic Features	605515	FOXP1		1	1			1	0			
613672	"Spastic Ataxia 4, Autosomal Recessive"	613669	MTPAP	Mtpap	1	1	PS108600	Spastic ataxia	1	1			
613684	Rubinstein-taybi Syndrome 2	602700	EP300	Ep300	1	1	PS180849	Rubinstein-Taybi syndrome	1	1			
613706	Noonan Syndrome 7	164757	BRAF	Braf	1	1	PS163950	Noonan syndrome	1	1	Yes		
613707	Leopard Syndrome 3	164757	BRAF	Braf	1	1	PS151100	LEOPARD syndrome	1	1	Yes		
613708	"Neuropathy, Hereditary Sensory, Type Id"	606439	ATL1	Atl1	1	1	PS162400	Hereditary sensory and autonomic neuropathy	1	0			
613710	Thiamine Metabolism Dysfunction Syndrome 4 (bilateral Striatal Degenerationand Progressive Polyneuropathy Type)	606521	SLC25A19	Slc25a19	1	1	PS249270	Thiamine-responsive dysfunction syndrome	1	1		['macrophage']	
613720	"Epileptic Encephalopathy, Early Infantile, 7"	602235	KCNQ2	Kcnq2	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
613721	"Epileptic Encephalopathy, Early Infantile, 11"	182390	SCN2A	Scn2a	1	1	PS308350	Developmental and epileptic encephalopathy	0	0			
613722	"Epileptic Encephalopathy, Early Infantile, 12"	607120	PLCB1	Plcb1	1	1	PS308350	Developmental and epileptic encephalopathy	1	1			
613723	"Muscular Dystrophy, Limb-girdle, Type 2q"	601282	PLEC	Plec	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1	Yes		
613724	Leukoencephalopathy With Dystonia And Motor Neuropathy	184755	SCP2	Scp2	1	1			1	1			
613730	"Hemorrhagic Destruction Of The Brain, Subependymal Calcification,and Cataracts"	606871	JAM3	Jam3	1	1			1	1			
613735	Chromosome 1p32-p31 Deletion Syndrome	600727	NFIA	Nfia	1	1			1	1		['mesenchymal.stem.cell']	['skeletal.muscle.fibroblast..fibroblast']
613744	"Spastic Paraplegia 51, Autosomal Recessive"	607244	AP4E1	Ap4e1	1	1	PS303350	Spastic paraplegia	1	0			
613795	"Loeys-dietz Syndrome, Type 3"	603109	SMAD3	Smad3	1	1	PS609192	Loeys-Dietz syndrome	1	1			
613800	Meier-gorlin Syndrome 2	603056	ORC4	Orc4	1	1	PS224690	Meier-Gorlin syndrome	1	1		['mature.nk.t.cell']	
613811	"Pontocerebellar Hypoplasia, Type 2d"	613009	SEPSECS	Sepsecs	1	1	PS607596	Pontocerebellar hypoplasia	0	0			
613818	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 7"	128239	DAG1	Dag1	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1	Yes		
613818	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 7"	128239	DAG1	Dag1	1	1	PS609308	"Muscular dystrophy-dystroglycanopathy, type C"	1	1	Yes		
613839	Megaloblastic Anemia Due To Dihydrofolate Reductase Deficiency	126060	DHFR	Dhfr	1	1			0	0			
613845	"Hyperuricemia, Pulmonary Hypertension, Renal Failure, And Alkalosis"	612804	SARS2	Sars2	1	1			0	0			
613848	"Osteogenesis Imperfecta, Type X"	600943	SERPINH1	Serpinh1	1	1	PS166200	Osteogenesis imperfecta	1	1		['pericyte.cell']	
613861	Retinitis Pigmentosa 59	608172	DHDDS	Dhdds	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
613861	Retinitis Pigmentosa 59	608172	DHDDS	Dhdds	1	1	PS268000	Retinitis pigmentosa	1	1		['mature.nk.t.cell']	
613869	"Myopathy, Myofibrillar, Fatal Infantile Hypertonic, Alpha-b Crystallin-related"	123590	CRYAB	Cryab	1	1	PS601419	"Myopathy, myofibrillar"	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
613870	"Hirschsprung Disease, Cardiac Defects, And Autonomic Dysfunction"	600423	ECE1	Ece1	1	1			1	1		['endothelial.cell.of.artery']	
613877	"Lipodystrophy, Familial Partial, Type 4"	170290	PLIN1	Plin1	1	1	PS151660	"Lipodystrophy, familial partial"	0	0		['capillary.endothelial.cell']	['capillary.endothelial.cell']
613882	"Hypomagnesemia 6, Renal"	607803	CNNM2	Cnnm2	1	1	PS602014	Hypomagnesemia	1	1		['smooth.muscle.cell']	['pericyte.cell']
613908	Spinocerebellar Ataxia 35	613900	TGM6	Tgm6	1	1	PS164400	Spinocerebellar ataxia	0	0			
613925	Megalencephalic Leukoencephalopathy With Subcortical Cysts 2a	611642	HEPACAM	Hepacam	1	1	PS604004	"Leukoencephalopathy, megalencephalic"	0	0			
613926	"Megalencephalic Leukoencephalopathy With Subcortical Cysts 2b, Remitting,with Or Without Mental Retardation"	611642	HEPACAM	Hepacam	1	1	PS604004	"Leukoencephalopathy, megalencephalic"	0	0			
613954	"Amyotrophic Lateral Sclerosis 14, With Or Without Frontotemporal Dementia"	601023	VCP	Vcp	1	1	PS105400	Amyotrophic lateral sclerosis	1	1	Yes		
613954	"Amyotrophic Lateral Sclerosis 14, With Or Without Frontotemporal Dementia"	601023	VCP	Vcp	1	1	PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	1	1	Yes		
613970	"Mental Retardation, Autosomal Dominant 6"	138252	GRIN2B	Grin2b	1	1	PS156200	"Mental retardation, autosomal dominant"	0	0			
614008	Nestor-guillermo Progeria Syndrome	603811	BANF1	Banf1	1	1	PS176670	Progeria	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
614018	"Epilepsy, Progressive Myoclonic 6"	604027	GOSR2	Gosr2	1	1	PS254800	"Epilepsy, progressive myoclonic"	1	1			
614019	Lissencephaly 4	609449	NDE1	Nde1	1	1	PS607432	Lissencephaly	1	1			
614023	Phosphoserine Phosphatase Deficiency	172480	PSPH	Psph	1	1			0	1			
614039	"Cortical Dysplasia, Complex, With Other Brain Malformations"	602661	TUBB3	Tubb3	1	1	PS614039	"Cortical dysplasia, complex, with other brain malformations"	0	0			
614052	"Mitochondrial Complex V (atp Synthase) Deficiency, Nuclear Type 2"	612418	TMEM70	Tmem70	1	1	PS604273	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
614063	N-acetylaspartate Deficiency	610647	NAT8L	Nat8l	1	1			0	0			
614065	"Myopathy, Distal, 4"	102565	FLNC	Flnc	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	
614066	"Spastic Paraplegia 47, Autosomal Recessive"	607245	AP4B1	Ap4b1	1	1	PS303350	Spastic paraplegia	0	1			
614067	"Spastic Paraplegia 52, Autosomal Recessive"	607243	AP4S1	Ap4s1	1	1	PS303350	Spastic paraplegia	1	1			
614080	Multiple Congenital Anomalies-hypotonia-seizures Syndrome 1	606097	PIGN	Pign	1	1	PS614080	Multiple congenital anomalies-hypotonia-seizures syndrome	1	0	Yes		
614096	Combined Oxidative Phosphorylation Deficiency 8	612035	AARS2	Aars2	1	1	PS609060	Combined oxidative phosphorylation deficiency	0	0		['slow.muscle.cell']	['striated.muscle.cell']
614098	Keppen-lubinsky Syndrome	600877	KCNJ6	Kcnj6	1	1			0	0			
614104	"Mental Retardation, Autosomal Dominant 7"	600855	DYRK1A	Dyrk1a	1	1	PS156200	"Mental retardation, autosomal dominant"	1	1			
614105	Methylmalonate Semialdehyde Dehydrogenase Deficiency	603178	ALDH6A1	Aldh6a1	1	1			1	1		['skeletal.muscle.satellite.stem.cell']	
614111	Pyruvate Dehydrogenase E1-beta Deficiency	179060	PDHB	Pdhb	1	1	PS312170	Pyruvate dehydrogenase complex deficiency	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
614114	Mosaic Variegated Aneuploidy Syndrome 2	607951	CEP57	Cep57	1	1	PS257300	Mosaic variegated aneuploidy syndrome	1	1			
614153	Spinocerebellar Ataxia 36	614154	NOP56	Nop56	1	1	PS164400	Spinocerebellar ataxia	1	1			
614160	Muscle Hypertrophy	601788	MSTN	Mstn	1	1			0	1			
614198	"Myasthenic Syndrome, Congenital, 16"	603967	SCN4A	Scn4a	1	1	PS601462	"Myasthenic syndrome, congenital"	1	0	Yes		
614207	Hyperphosphatasia With Mental Retardation Syndrome 3	615187	PGAP2		1	1	PS239300	Hyperphosphatasia with mental retardation syndrome	1	0			
614219	Adams-oliver Syndrome 2	614194	DOCK6	Dock6	1	1	PS100300	Adams-Oliver syndrome	1	1		['capillary.endothelial.cell']	
614222	Warburg Micro Syndrome 3	602207	RAB18	Rab18	1	1	PS600118	Warburg micro syndrome	1	1			
614225	Warburg Micro Syndrome 2	609275	RAB3GAP2	Rab3gap2	1	1	PS600118	Warburg micro syndrome	1	1			
614228	"Charcot-marie-tooth Disease, Axonal, Type 2o"	600112	DYNC1H1	Dync1h1	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
614231	"Microcephaly, Epilepsy, And Diabetes Syndrome"	609382	IER3IP1	Ier3ip1	1	1			1	1			
614254	"Neurodevelopmental Disorder With Or Without Hyperkinetic Movements And Seizures, Autosomal Dominant"	138249	GRIN1	Grin1	1	1			0	0			
614255	"Mental Retardation, Autosomal Dominant 9"	601255	KIF1A	Kif1a	1	1			0	0			
614261	Microcephaly-capillary Malformation Syndrome	606247	STAMBP	Stambp	1	1			1	1		['slow.muscle.cell']	
614262	"Arthrogryposis, Perthes Disease, And Upward Gaze Palsy"	609798	NEK9	Nek9	1	1			1	1			
614298	Neurodegeneration With Brain Iron Accumulation 4	614297	C19orf12	1600014C10Rik	1	1	PS234200	Neurodegeneration with brain iron accumulation	1	0			
614299	Multiple Mitochondrial Dysfunctions Syndrome 2 With Hyperglycinemia	613183	BOLA3	Bola3	1	1	PS605711	Multiple mitochondrial dysfunctions syndrome	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
614300	Hypermethioninemia Due To Adenosine Kinase Deficiency	102750	ADK	Adk	1	1			1	1			
614302	"Emery-dreifuss Muscular Dystrophy 7, Autosomal Dominant"	612048	TMEM43	Tmem43	1	1	PS310300	Emery-Dreifuss muscular dystrophy	1	1	Yes		
614305	Sclerosteosis 2	604270	LRP4	Lrp4	1	1	PS269500	Sclerosteosis	1	1		['skeletal.muscle.satellite.stem.cell']	
614306	Cognitive Impairment With Or Without Cerebellar Ataxia	600702	SCN8A	Scn8a	1	1			0	0			
614307	Alpha-methylacyl-coa Racemase Deficiency	604489	AMACR	Amacr	1	1			0	0			
614321	"Myopathy, Distal, Tateyama Type"	601253	CAV3	Cav3	1	1			1	1		['fast.muscle.cell']	['striated.muscle.cell']
614322	"Spinocerebellar Ataxia, Autosomal Recessive 12"	605131	WWOX	Wwox	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	1	0			
614325	Pitt-hopkins-like Syndrome 2	600565	NRXN1	Nrxn1	1	1			0	1			
